Month,Day,Crime Count,Avg_Temp,Humidity,Precip,Wind_Speed,Conditions
04,12,5,63.3,73.18,0.27,18.5,"Rain, Partially cloudy"
04,13,2,58.6,67.56,0.0,15.0,Overcast
04,14,2,61.4,68.14,0.04,16.2,"Rain, Overcast"
04,15,8,60.0,48.21,0.0,20.2,Overcast
04,16,6,62.7,49.25,0.0,18.5,Partially cloudy
04,17,2,60.7,46.0,0.0,12.8,Clear
04,18,2,64.6,48.12,0.0,8.6,Clear
04,19,3,67.2,47.53,0.0,8.1,Partially cloudy
04,20,1,70.6,48.61,0.0,10.2,Partially cloudy
04,21,3,66.4,65.27,0.1,15.4,"Rain, Partially cloudy"
04,22,4,65.3,81.71,0.37,9.7,"Rain, Overcast"
04,23,5,65.8,65.03,0.0,16.1,Clear
04,24,5,66.9,57.62,0.0,9.2,Clear
04,25,5,69.7,64.99,0.0,14.3,Partially cloudy
04,26,4,71.0,68.02,0.0,9.7,Partially cloudy
04,27,5,71.9,65.82,0.0,11.5,Partially cloudy
04,28,2,73.5,68.27,0.0,10.9,Partially cloudy
04,29,2,73.9,55.04,0.0,6.4,Partially cloudy
04,30,6,74.2,61.77,0.67,12.7,"Rain, Partially cloudy"
05,01,4,72.1,79.61,0.25,12.1,"Rain, Partially cloudy"
05,02,6,73.4,72.02,0.03,12.6,"Rain, Partially cloudy"
05,03,4,69.0,72.43,0.01,15.6,"Rain, Partially cloudy"
05,04,3,61.9,60.42,0.03,16.1,"Rain, Partially cloudy"
05,05,4,56.2,62.77,0.0,21.9,Partially cloudy
05,06,2,58.1,54.81,0.0,19.0,Partially cloudy
05,07,7,65.1,53.15,0.0,15.0,Clear
05,08,6,72.7,48.42,0.0,13.3,Clear
05,09,3,69.3,58.18,0.0,12.7,Partially cloudy
05,10,4,72.1,63.61,0.0,12.1,Partially cloudy
05,11,7,74.1,67.35,0.0,9.7,Partially cloudy
05,12,8,74.1,68.93,0.01,9.2,"Rain, Partially cloudy"
05,13,3,70.0,64.8,0.14,14.4,"Rain, Partially cloudy"
05,14,4,68.2,53.65,0.0,21.4,Clear
05,15,6,59.9,42.23,0.0,11.5,Partially cloudy
05,16,3,64.4,46.06,0.0,11.5,Partially cloudy
05,17,3,68.0,72.16,0.65,12.7,"Rain, Overcast"
05,18,4,71.4,75.33,0.07,7.5,"Rain, Overcast"
05,19,1,70.1,78.14,0.03,13.2,"Rain, Overcast"
05,20,6,64.3,88.74,0.09,13.9,"Rain, Overcast"
05,21,6,69.8,74.38,0.13,20.2,"Rain, Partially cloudy"
05,22,4,67.5,55.44,0.0,17.4,Clear
05,23,9,69.5,50.8,0.0,15.0,Clear
05,24,6,71.6,54.49,0.0,8.6,Partially cloudy
05,25,3,74.8,51.92,0.0,9.7,Clear
05,26,3,77.0,58.37,0.01,9.2,"Rain, Partially cloudy"
05,27,9,76.3,60.46,0.0,14.4,Partially cloudy
05,28,2,76.1,53.09,0.0,10.4,Clear
05,29,1,76.9,58.44,0.0,10.4,Partially cloudy
05,30,4,78.9,57.34,0.0,11.0,Partially cloudy
05,31,5,80.1,54.43,0.0,8.1,Partially cloudy
06,01,2,78.0,63.2,0.0,12.1,Partially cloudy
06,02,2,78.2,65.9,0.03,12.1,"Rain, Partially cloudy"
06,03,6,80.6,61.73,0.0,9.7,Partially cloudy
06,04,5,79.6,63.46,0.0,13.3,Partially cloudy
06,05,1,75.4,78.82,0.14,8.6,"Rain, Overcast"
06,06,5,75.6,80.35,0.6,6.9,"Rain, Partially cloudy"
06,07,1,78.6,63.68,0.13,16.1,"Rain, Partially cloudy"
06,08,5,74.7,46.5,0.0,12.1,Clear
06,09,5,74.5,50.76,0.0,7.5,Partially cloudy
06,10,5,80.4,47.17,0.0,8.6,Partially cloudy
06,11,2,82.4,51.95,0.0,8.1,Partially cloudy
06,12,3,83.3,61.45,0.0,12.1,Partially cloudy
06,13,8,85.3,56.89,0.0,12.1,Clear
06,14,6,79.8,70.94,0.99,15.5,"Rain, Partially cloudy"
06,15,2,78.9,76.25,0.25,18.3,"Rain, Partially cloudy"
06,16,10,81.4,63.47,0.16,12.1,"Rain, Partially cloudy"
06,17,5,78.0,73.59,0.1,16.7,"Rain, Partially cloudy"
06,18,8,75.7,67.01,0.0,19.6,Overcast
06,19,8,75.7,53.67,0.0,13.8,Partially cloudy
06,20,4,75.5,53.62,0.0,5.8,Partially cloudy
06,21,4,79.8,52.24,0.0,10.3,Partially cloudy
06,23,2,83.0,54.92,0.0,12.7,Clear
06,24,1,84.7,55.51,0.0,12.1,Partially cloudy
06,25,4,87.3,55.26,0.0,12.7,Partially cloudy
06,26,3,79.4,69.21,0.36,12.6,"Rain, Partially cloudy"
06,27,4,80.6,68.85,0.25,20.1,"Rain, Partially cloudy"
06,28,6,78.2,75.56,0.36,15.0,"Rain, Partially cloudy"
06,29,8,81.6,61.52,0.0,9.2,Partially cloudy
06,30,4,81.8,56.67,0.0,17.3,Partially cloudy
07,01,1,83.1,57.13,0.0,13.2,Partially cloudy
07,02,7,84.5,51.39,0.0,10.8,Partially cloudy
07,03,2,84.0,56.2,0.07,15.2,"Rain, Partially cloudy"
07,04,5,84.3,64.56,0.02,12.7,"Rain, Partially cloudy"
07,05,2,79.2,79.38,0.56,16.1,"Rain, Partially cloudy"
07,06,2,76.3,82.65,0.76,14.4,"Rain, Partially cloudy"
07,07,3,81.7,68.77,0.0,14.3,Partially cloudy
07,08,2,86.1,61.32,0.0,13.9,Partially cloudy
07,09,6,84.9,61.88,0.0,12.1,Partially cloudy
07,10,8,80.9,63.84,0.0,11.5,Partially cloudy
07,11,6,78.7,71.17,0.14,13.8,"Rain, Partially cloudy"
07,12,6,79.1,70.25,0.0,14.4,Partially cloudy
07,13,5,81.6,61.68,0.0,10.4,Partially cloudy
07,14,3,83.0,61.01,0.0,12.1,Partially cloudy
07,15,9,81.0,65.0,0.0,9.9,Partially cloudy
07,17,4,80.8,69.14,0.0,9.2,Partially cloudy
07,18,6,82.2,68.75,0.01,11.5,"Rain, Partially cloudy"
07,19,4,83.1,67.93,0.28,11.5,"Rain, Partially cloudy"
07,20,3,82.7,68.38,0.09,12.2,"Rain, Partially cloudy"
07,21,4,80.7,71.39,0.03,17.8,"Rain, Partially cloudy"
07,22,2,81.0,70.77,0.0,8.6,Partially cloudy
07,23,8,82.7,68.69,0.0,9.7,Partially cloudy
07,24,7,83.9,66.25,0.0,9.9,Partially cloudy
07,25,9,84.1,64.91,0.27,8.6,"Rain, Partially cloudy"
07,26,2,84.4,65.37,0.11,11.5,Rain
07,27,3,82.4,68.23,0.0,10.9,Partially cloudy
07,28,4,80.3,69.16,0.04,13.2,"Rain, Partially cloudy"
07,29,3,81.6,70.14,0.0,13.8,Partially cloudy
07,30,3,78.6,80.29,0.76,8.6,"Rain, Partially cloudy"
07,31,3,78.0,82.01,0.22,9.8,"Rain, Partially cloudy"
08,02,4,77.7,85.87,0.12,13.9,"Rain, Partially cloudy"
08,03,3,81.5,73.02,0.0,10.4,Partially cloudy
08,04,2,81.7,74.66,0.18,9.7,"Rain, Partially cloudy"
08,06,2,83.7,67.23,0.0,10.9,Partially cloudy
08,07,5,83.2,73.19,0.16,12.1,"Rain, Partially cloudy"
08,08,2,81.3,75.54,0.05,11.0,"Rain, Overcast"
08,09,2,79.9,79.65,0.21,12.7,"Rain, Overcast"
08,11,5,81.9,71.03,0.0,10.9,Partially cloudy
08,12,3,83.0,70.08,0.0,12.1,Partially cloudy
08,13,4,81.1,71.6,0.03,9.2,"Rain, Partially cloudy"
08,14,11,82.3,66.64,0.0,9.7,Partially cloudy
08,15,5,82.6,63.58,0.0,11.0,Partially cloudy
08,16,4,81.3,71.8,0.0,9.9,Partially cloudy
08,17,4,83.1,66.51,0.01,9.9,"Rain, Partially cloudy"
08,18,3,81.2,71.41,0.08,14.4,"Rain, Partially cloudy"
08,19,8,78.8,78.63,0.44,9.7,"Rain, Partially cloudy"
08,20,7,78.8,80.45,0.02,11.0,"Rain, Partially cloudy"
08,21,10,78.4,83.01,0.36,13.9,"Rain, Partially cloudy"
08,22,3,79.1,68.9,0.0,10.3,Partially cloudy
08,23,5,80.9,63.05,0.0,8.1,Partially cloudy
08,24,3,77.7,83.42,1.05,13.5,"Rain, Partially cloudy"
08,26,9,83.4,65.76,0.01,8.1,"Rain, Partially cloudy"
08,27,12,82.7,67.3,0.0,13.3,Partially cloudy
08,28,4,82.1,68.14,0.0,10.9,Partially cloudy
08,29,5,81.5,63.36,0.0,12.8,Partially cloudy
08,30,7,80.7,64.33,0.0,13.9,Clear
08,31,3,81.6,63.31,0.0,10.3,Clear
09,01,6,80.6,70.03,0.65,8.1,"Rain, Partially cloudy"
09,02,3,76.0,79.55,1.16,14.5,"Rain, Overcast"
09,03,8,74.2,62.36,0.0,8.1,Partially cloudy
09,04,5,75.9,66.62,0.0,11.5,Partially cloudy
09,05,6,77.1,65.16,0.0,6.4,Clear
09,06,5,78.2,61.86,0.0,7.5,Clear
09,07,5,79.4,57.4,0.0,6.9,Clear
09,08,5,79.7,57.16,0.0,9.2,Partially cloudy
09,09,3,80.4,55.9,0.0,9.9,Partially cloudy
09,10,5,80.1,57.95,0.0,9.2,Partially cloudy
09,11,5,80.6,63.1,0.0,10.3,Partially cloudy
09,12,1,78.1,73.28,0.14,13.8,"Rain, Partially cloudy"
09,13,7,77.3,71.26,0.0,11.4,Partially cloudy
09,14,3,80.0,63.49,0.0,12.1,Clear
09,15,4,80.6,59.51,0.0,9.2,Clear
09,16,4,79.1,62.05,0.0,12.1,Clear
09,17,6,77.5,64.78,0.0,10.3,Partially cloudy
09,18,6,74.5,87.4,0.67,11.0,"Rain, Overcast"
09,19,1,77.2,76.35,0.0,11.8,Partially cloudy
09,20,3,77.7,67.0,0.0,8.6,Partially cloudy
09,23,4,78.2,67.19,0.0,8.0,Clear
09,24,2,79.7,63.7,0.0,5.3,Clear
09,25,6,79.4,63.18,0.0,6.4,Clear
09,26,2,78.3,64.6,0.0,8.6,Partially cloudy
09,27,2,75.9,73.99,0.71,8.1,"Rain, Partially cloudy"
09,28,3,74.3,63.51,0.01,12.1,Rain
09,29,6,67.1,55.89,0.0,12.6,Clear
09,30,1,62.7,61.48,0.0,8.6,Clear
10,01,8,65.0,62.65,0.0,9.7,Clear
10,02,4,67.9,63.89,0.0,8.6,Partially cloudy
10,03,5,71.2,61.92,0.0,6.9,Partially cloudy
10,04,4,73.2,63.29,0.0,16.1,Partially cloudy
10,05,3,71.0,57.34,0.0,18.5,Clear
10,06,6,69.8,66.0,0.0,15.0,Clear
10,07,2,70.5,77.73,0.09,13.8,"Rain, Overcast"
10,08,5,74.8,63.24,0.0,21.4,Partially cloudy
10,09,2,66.8,40.1,0.0,12.1,Clear
10,10,9,63.0,50.15,0.0,9.2,Clear
10,11,4,60.7,56.45,0.0,11.5,Clear
10,12,7,60.4,61.43,0.0,9.2,Clear
10,13,2,66.5,61.09,0.0,10.4,Clear
10,14,2,67.6,64.67,0.0,9.2,Partially cloudy
10,15,5,69.1,72.72,0.0,12.1,Overcast
10,16,5,70.0,72.85,0.04,8.1,"Rain, Partially cloudy"
10,17,3,69.9,69.08,0.0,8.1,Clear
10,18,4,71.3,69.43,0.0,9.7,Clear
10,19,4,74.3,63.47,0.0,6.9,Partially cloudy
10,20,6,73.5,63.11,0.0,7.5,Partially cloudy
10,21,3,64.4,56.44,0.0,23.6,Partially cloudy
10,22,5,55.2,51.24,0.0,20.1,Clear
10,23,8,57.5,49.2,0.0,6.9,Clear
10,24,5,62.7,50.02,0.0,15.0,Partially cloudy
10,25,3,63.0,52.67,0.0,9.2,Clear
10,26,9,62.4,62.83,0.0,9.7,Partially cloudy
10,27,3,67.7,65.25,0.0,11.0,Partially cloudy
10,28,6,68.8,64.42,0.0,9.2,Clear
10,29,5,67.9,60.69,0.0,5.7,Clear
10,30,3,68.8,59.29,0.0,9.7,Clear
10,31,2,69.6,56.54,0.0,6.4,Clear
11,01,5,68.5,62.36,0.0,11.4,Partially cloudy
11,02,4,67.4,79.43,0.0,7.5,Partially cloudy
11,03,5,69.6,66.64,0.0,11.0,Partially cloudy
11,04,6,69.9,53.28,0.0,13.3,Clear
11,05,4,59.3,56.33,0.0,8.6,Clear
11,06,6,58.4,56.35,0.0,6.4,Partially cloudy
11,07,2,58.1,51.23,0.0,11.5,Partially cloudy
11,08,4,55.3,55.23,0.0,6.4,Partially cloudy
11,09,4,58.2,51.29,0.0,17.4,Partially cloudy
11,10,3,53.9,50.74,0.0,7.5,Clear
11,11,5,54.9,46.63,0.0,14.4,Partially cloudy
11,12,1,56.7,46.9,0.0,17.9,Partially cloudy
11,13,4,51.0,58.25,0.0,13.2,Overcast
11,14,3,50.7,67.27,0.0,9.2,Partially cloudy
11,16,4,56.5,59.1,0.0,11.0,Clear
11,17,3,58.8,54.11,0.0,4.0,Clear
11,18,5,60.2,54.4,0.0,7.5,Clear
11,19,7,52.7,52.59,0.0,22.5,Clear
11,20,2,44.6,31.95,0.0,17.2,Clear
11,21,5,46.5,26.25,0.0,15.0,Clear
11,22,2,48.6,31.1,0.0,8.6,Partially cloudy
11,23,4,53.7,52.38,0.0,11.4,Partially cloudy
11,24,4,61.8,70.16,0.0,9.9,Partially cloudy
11,25,7,58.9,67.0,0.0,11.5,Partially cloudy
11,26,5,48.4,57.38,0.0,13.3,Clear
11,27,2,46.7,52.72,0.0,8.0,Partially cloudy
11,28,1,57.8,54.34,0.0,20.8,Overcast
11,29,6,63.9,88.55,2.09,20.1,"Rain, Overcast"
11,30,5,65.5,84.83,0.63,16.1,"Rain, Overcast"
12,01,3,48.2,60.49,0.0,16.1,Clear
12,02,2,46.4,55.44,0.0,14.4,Clear
12,03,4,47.2,63.96,0.09,9.2,"Rain, Partially cloudy"
12,04,6,45.5,90.97,0.67,13.3,"Rain, Overcast"
12,05,1,51.8,82.78,0.87,13.8,"Rain, Overcast"
12,06,3,57.1,84.09,0.22,12.7,"Rain, Overcast"
12,07,2,51.1,73.16,0.0,9.2,Partially cloudy
12,08,6,42.8,56.66,0.0,16.1,Partially cloudy
12,09,2,34.2,48.03,0.0,14.4,Clear
12,10,6,35.9,49.44,0.0,7.5,Clear
12,11,7,38.6,58.35,0.0,9.7,Partially cloudy
12,12,1,52.0,76.82,0.0,9.4,Overcast
12,13,5,50.4,93.79,0.06,8.3,"Rain, Overcast"
12,14,3,48.8,72.83,0.0,11.0,Partially cloudy
12,15,4,37.0,49.95,0.0,17.9,Partially cloudy
12,16,5,36.1,41.92,0.0,12.1,Partially cloudy
12,17,4,46.6,77.37,0.01,9.2,"Rain, Overcast"
12,18,3,54.3,86.01,0.17,20.2,"Rain, Overcast"
12,19,4,37.2,79.74,0.0,11.5,Overcast
12,20,4,42.2,82.17,0.0,8.6,Partially cloudy
12,21,5,45.7,61.5,0.0,6.9,Partially cloudy
12,22,3,54.9,49.24,0.0,14.4,Partially cloudy
12,23,3,50.9,47.38,0.0,13.3,Partially cloudy
12,24,7,57.2,66.6,0.0,8.0,Partially cloudy
12,25,2,61.3,76.72,0.0,7.5,Partially cloudy
12,26,4,58.6,87.61,0.01,10.3,"Rain, Overcast"
12,27,4,62.2,86.62,0.01,12.6,"Rain, Overcast"
12,28,2,55.9,67.24,0.0,7.5,Partially cloudy
12,29,1,56.4,54.45,0.68,26.0,"Rain, Partially cloudy"
12,30,5,42.5,36.0,0.0,16.1,Clear
12,31,5,39.8,60.94,0.12,8.0,"Rain, Overcast"
